"","Title","Journal","Year","text","Keywords","label"
"110","Selectively Emotional: How Smartphone Use Changes User-Generated Content","Journal of Marketing Research",2019,"User-generated content has become ubiquitous and very influential in the marketplace. Increasingly, this content is generated on smartphones rather than personal computers (PCs). This article argues that because of its physically constrained nature, smartphone (vs. PC) use leads consumers to generate briefer content, which encourages them to focus on the overall gist of their experiences. This focus on gist, in turn, tends to manifest as reviews that emphasize the emotional aspects of an experience in lieu of more specific details. Across five studies?two field studies and three controlled experiments?the authors use natural language processing tools and human assessments to analyze the linguistic characteristics of user-generated content. The findings support the thesis that smartphone use results in the creation of content that is less specific and privileges affect?especially positive affect?relative to PC-generated content. The findings also show that differences in emotional content are driven by the tendency to generate briefer content on smartphones rather than user self-selection, differences in topical content, or timing of writing. Implications for research and practice are discussed.","natural language processing",0
"111","Seeding as Part of the Marketing Mix: Word-of-Mouth Program Interactions for Fast-Moving Consumer Goods","Journal of Marketing",2019,"Seeded marketing campaigns (SMCs) have become part of the marketing mix for many fast-moving consumer goods (FMCG) companies. In addition to making large investments in advertising and sales promotions, these firms now encourage seed agents or microinfluencers to discuss brands with friends and acquaintances to create further value. It is thus critical to understand how an FMCG seeding program interacts with traditional marketing tools when estimating the effectiveness of such efforts. However, the issue is still underexplored. The authors present the first empirical analysis of this question using a rich data set collected on four brands from various European FMCG markets. They combine advertising and sales promotion data from FMCG brand managers with sales and retail variables from market research companies as well as firm-created word-of-mouth variables from SMC agencies. The authors analyze the data using several approaches, confronting challenges of endogeneity and multicollinearity. They consistently find that firm-created word of mouth through SMC programs interacts negatively with all tested forms of advertising but positively with promotional activities. This phenomenon has significant implications for understanding the utility of SMCs and how they should be managed. The analysis implies that SMCs may increase total sales by approximately 3%?18% throughout the campaigns.","natural language processing",1
"112","Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption","Journal of Marketing Research",2019,"The authors propose a quantitative approach for describing entertainment products, in a way that allows for improving the predictive performance of consumer choice models for these products. Their approach is based on the media psychology literature, which suggests that people?s consumption of entertainment products is influenced by the psychological themes featured in these products. They classify psychological themes on the basis of the ?character strengths? taxonomy from the positive psychology literature (Peterson and Seligman 2004). They develop a natural language processing tool, guided latent Dirichlet allocation (LDA), that automatically extracts a set of features of entertainment products from their descriptions. Guided LDA is flexible enough to allow features to be informed by psychological themes while allowing other relevant dimensions to emerge. The authors apply this tool to movies and show that guided LDA features help better predict movie-watching behavior at the individual level. They find this result with both award-winning movies and blockbuster movies. They illustrate the potential of the proposed approach in pure content-based predictive models of consumer behavior, as well as in hybrid predictive models that combine content-based models with collaborative filtering. They also show that guided LDA can improve the performance of models that predict aggregate outcomes.","natural language processing",0
"113","A Cinderella Story: How Past Identity Salience Boosts Demand for Repurposed Products","Journal of Marketing",2019,"Like Cinderella, many repurposed products involve a biographical transformation, from a tattered past identity (e.g., an old airbag) to a product with a valuable but different new identity (e.g., a backpack made from an airbag). In this article, the authors argue that marketers should help customers infer such product stories by highlighting the products? tattered past identities. Three field experiments and four controlled experiments show that making a product?s past identity salient boosts demand across a variety of repurposed products. This is because past identity salience induces narrative thoughts about these products? biographies, which in turn allows customers to feel special. Results also suggest that this strategy of past identity salience needs to be particularly well-crafted for products with easily discernible past identities. These findings highlight a promising new facet of storytelling (i.e., stories that customers self-infer in response to minimal marketer input); create new opportunities for promoting products with a prior life; and deliver detailed guidance for the largely unexplored, growing market for upcycled and recycled products.","marketing insight",1
"114","Selling to Barricaded Buyers","Journal of Marketing",2019,"In business-to-government and business-to-business transactions, suppliers often have limited access to buyers during the buying process. The authors term these buyers ?barricaded buyers.? Despite the prevalence of barricaded buyers in practice, research has remained largely silent on the topic. Therefore, the authors combine insights from eight organizational purchasing case studies and individual interviews with signaling theory to advance a conceptual framework that highlights ways a supplier can increase its competitiveness (and, correspondingly, its selection likelihood) when selling to barricaded buyers. The framework reflects three distinct ways in which signaling occurs or influences the barricaded buying process: the seller signals to buyers (e.g., through novel solutions, explicit responding), the seller signals to competing sellers (e.g., through peacocking), and the buyer signals to sellers whose meaning is jammed (e.g., through supplier-specific capabilities and language). The framework invokes barricade restrictiveness as an important contingency variable that lends nuance to when the signaling activities are most likely to affect suppliers? competitiveness.","marketing insight",1
"115","How to SHIFT Consumer Behaviors to be More Sustainable: A Literature Review and Guiding Framework","Journal of Marketing",2019,"Highlighting the important role of marketing in encouraging sustainable consumption, the current research presents a review of the academic literature from marketing and behavioral science that examines the most effective ways to shift consumer behaviors to be more sustainable. In the process of the review, the authors develop a comprehensive framework for conceptualizing and encouraging sustainable consumer behavior change. The framework is represented by the acronym SHIFT, and it proposes that consumers are more inclined to engage in pro-environmental behaviors when the message or context leverages the following psychological factors: Social influence, Habit formation, Individual self, Feelings and cognition, and Tangibility. The authors also identify five broad challenges to encouraging sustainable behaviors and use these to develop novel theoretical propositions and directions for future research. Finally, the authors outline how practitioners aiming to encourage sustainable consumer behaviors can use this framework.","marketing insight",1
"116","Marketing in the Sharing Economy","Journal of Marketing",2019,"The last decade has seen the emergence of the sharing economy as well as the rise of a diverse array of research on this topic both inside and outside the marketing discipline. However, the sharing economy?s implications for marketing thought and practice remain unclear. This article defines the sharing economy as a technologically enabled socioeconomic system with five key characteristics (i.e., temporary access, transfer of economic value, platform mediation, expanded consumer role, and crowdsourced supply). It also examines the sharing economy?s impact on marketing?s traditional beliefs and practices in terms of how it challenges three key foundations of marketing: institutions (e.g., consumers, firms and channels, regulators), processes (e.g., innovation, branding, customer experience, value appropriation), and value creation (e.g., value for consumers, value for firms, value for society) and offers future research directions designed to push the boundaries of marketing thought. The article concludes with a set of forward-looking guideposts that highlight the implications of the sharing economy?s paradoxes, maturation, and technological development for marketing research. Collectively, this article aims to help marketing scholars not only keep pace with the sharing economy but also shape its future direction.","interdisciplinary",1
"117","Opportunity Cost Overestimation","Journal of Marketing Research",2019,"Consumers often fail to utilize desirable offers they had originally selected and planned to use and thus later regret missing out on them. This failure to follow through induces an opportunity cost. In contrast to prior research findings that opportunity costs tend to be underestimated, the authors propose that in situations where the need to choose arises from external rather than internal constraints, opportunity costs may actually be overestimated. Consumers view choice constraints as external when the necessity to trade off one option for another relates to extraneous resource limitations (e.g., whenever time, budget, or space constraints necessitate choosing between two desirable offers). Conversely, consumers perceive choice constraints as internal when that trade-off is ?built-in? (e.g., when a marketing incentive requires choosing between two desirable offers). Five studies demonstrate that choosing on the basis of an external constraint induces consumers to imagine ways in which they can utilize all of the competing options in the choice set. Consequently, consumers feel that by failing to utilize their chosen option, they simultaneously miss out on all options (although in actuality they could have realized only one of those options). Consistent with this conceptualization, only consumers who want to use all of the choice set options simultaneously demonstrate opportunity cost overestimation.","interdisciplinary",0
"118","How to SHIFT Consumer Behaviors to be More Sustainable: A Literature Review and Guiding Framework","Journal of Marketing",2019,"Highlighting the important role of marketing in encouraging sustainable consumption, the current research presents a review of the academic literature from marketing and behavioral science that examines the most effective ways to shift consumer behaviors to be more sustainable. In the process of the review, the authors develop a comprehensive framework for conceptualizing and encouraging sustainable consumer behavior change. The framework is represented by the acronym SHIFT, and it proposes that consumers are more inclined to engage in pro-environmental behaviors when the message or context leverages the following psychological factors: Social influence, Habit formation, Individual self, Feelings and cognition, and Tangibility. The authors also identify five broad challenges to encouraging sustainable behaviors and use these to develop novel theoretical propositions and directions for future research. Finally, the authors outline how practitioners aiming to encourage sustainable consumer behaviors can use this framework.","interdisciplinary",1
"119","Speaking for ?Free?: Word of Mouth in Free- and Paid-Product Settings","Journal of Marketing Research",2019,"This research examines drivers of consumer word of mouth (WOM) in free-product settings, revealing fundamental differences with traditional, paid-product settings. The authors build and investigate a theoretical model that highlights two unique characteristics of free products (reciprocity motivation and diminished adoption risk) and considers their implications for WOM sharing. Results of a retrospective survey, two controlled experiments, and an analysis of more than 5,000 mobile apps at Google Play and Apple?s App Store reveal that consumers are generally more likely to share their opinions of free products than paid products, because of feelings of reciprocity toward the producer. However, this difference is reduced when prior consumer WOM is low in volume and highly disperse, signaling greater adoption risk. These findings contribute to nascent understanding of free-product marketing while offering new insights for catalyzing consumer WOM.","interdisciplinary",0
"120","The Sleepy Consumer and Variety Seeking","Journal of Marketing Research",2019,"Sleepiness, the subjective feeling of the propensity to fall asleep, is a common, everyday experience that can be induced by various factors, such as sleep quality, sleep deprivation, ingestion of certain substances, or belief about how much sleep a person needs. Despite its prevalence, sleepiness and its influence on consumption behavior have rarely been linked in the research to date. The present research helps fill this void by uncovering the novel impact of sleepiness on consumer variety-seeking behavior. The studies, using various methods and all involving consequential choices, revealed that sleepier consumers tended to seek more variety. The driver of this effect was found to be a need for arousal to maintain wakefulness. The authors also show that variety-seeking behavior is effective in partially reducing sleepiness. The effect of sleepiness on variety seeking uncovered in this research is somewhat nonintuitive, in the sense that, a priori, one might expect sleepiness to be more likely to decrease rather than increase exploratory behavior. The authors discuss implications of the findings for different research areas and for marketing practice.","interdisciplinary",0
"121","Seeding as Part of the Marketing Mix: Word-of-Mouth Program Interactions for Fast-Moving Consumer Goods","Journal of Marketing",2019,"Seeded marketing campaigns (SMCs) have become part of the marketing mix for many fast-moving consumer goods (FMCG) companies. In addition to making large investments in advertising and sales promotions, these firms now encourage seed agents or microinfluencers to discuss brands with friends and acquaintances to create further value. It is thus critical to understand how an FMCG seeding program interacts with traditional marketing tools when estimating the effectiveness of such efforts. However, the issue is still underexplored. The authors present the first empirical analysis of this question using a rich data set collected on four brands from various European FMCG markets. They combine advertising and sales promotion data from FMCG brand managers with sales and retail variables from market research companies as well as firm-created word-of-mouth variables from SMC agencies. The authors analyze the data using several approaches, confronting challenges of endogeneity and multicollinearity. They consistently find that firm-created word of mouth through SMC programs interacts negatively with all tested forms of advertising but positively with promotional activities. This phenomenon has significant implications for understanding the utility of SMCs and how they should be managed. The analysis implies that SMCs may increase total sales by approximately 3%?18% throughout the campaigns.","interdisciplinary",1
"122","Does It Pay to Be Real? Understanding Authenticity in TV Advertising","Journal of Marketing",2019,"Marketing managers and creatives alike believe that authenticity is an essential element for effective advertising. However, no common understanding of authenticity in advertising exists, and empirical knowledge about its impact on consumer behavior is limited. In this study, the authors use a comprehensive literature review and qualitative studies to identify four dimensions of authenticity in an advertising context. By examining 323 television ads across 67 brands and four years, they investigate these dimensions? effects on the sales performance of advertised products. Because the impact of authenticity may depend on brand or product characteristics, the authors also analyze how these effects vary with brand size or across hedonic and utilitarian products. The results suggest that authenticity influences consumer behavior in a more nuanced manner than previously recognized. For instance, whereas an ad congruent with the brand?s essence has a positive effect on sales in most cases, an overly honest advertising message can actually hurt performance; the latter is true especially for hedonic products, for which consumers rely more on subjective information when making purchase decisions.","interdisciplinary",1
"123","Large-Scale Cross-Category Analysis of Consumer Review Content on Sales Conversion Leveraging Deep Learning","Journal of Marketing Research",2019,"How consumers use review content has remained opaque due to the unstructured nature of text and the lack of review-reading behavior data. The authors overcome this challenge by applying deep learning?based natural language processing on data that tracks individual-level review reading, searching, and purchasing behaviors on an e-commerce site to investigate how consumers use review content. They extract quality and price content from 500,000 reviews of 600 product categories and achieve two objectives. First, the authors describe consumers? review-content-reading behaviors. Although consumers do not read review content all the time, they do rely on it for products that are expensive or of uncertain quality. Second, the authors quantify the causal impact of read-review content on sales by using supervised deep learning to tag six theory-driven content dimensions and applying a regression discontinuity in time design. They find that aesthetics and price content significantly increase conversion across almost all product categories. Review content has a higher impact on sales when the average rating is higher, ratings variance is lower, the market is more competitive or immature, or brand information is not accessible. A counterfactual simulation suggests that reordering reviews based on content can have the same effect as a 1.6% price cut for boosting conversion.","sentiment analysis",0
"124","A Tale of Two Twitterspheres: Political Microblogging During and After the 2016 Primary and Presidential Debates","Journal of Marketing Research",2019,"In this research, the authors study the process by which social media posts are created and shared during live political debates. Using data from over 9.5 million tweets posted during and shortly after four key debates leading up to the 2016 U.S. presidential election, the authors test a series of hypotheses about how tweeting evolves over time during such events. They find that (1) as the debates progressed, the content of the ?Twittersphere? became increasingly decoupled from the live event, and (2) the drivers of the success of tweets during the debates differed from the drivers of success observed after the debates. During the debates, users acted akin to narrators, posting shorter tweets that commented on unfolding events, with linguistic emotionality playing a limited role in sharing. However, when the debates were over, users acted more like interpreters, with successful posts being more elaborate and visually and emotionally rich accounts of the event. Evidence for the generalizability of the findings is provided by an analysis of Barack Obama?s last State of the Union Address, where similar dynamics are observed.","sentiment analysis",0
"125","The Relative Effects of Business-to-Business (vs. Business-to-Consumer) Service Innovations on Firm Value and Firm Risk: An Empirical Analysis","Journal of Marketing",2019,"Many firms introduce both business-to-business service innovations (B2B-SIs) and business-to-consumer service innovations (B2C-SIs) and need to better allocate their resources. However, they are unsure about B2B-SIs? effects on firm value or risk, especially relative to those of B2C-SIs. The authors address this problem by developing hypotheses that relate the number of B2B-SIs and B2C-SIs to firm value and firm risk together with the moderators (the number of product innovations and customer-focus innovations). To test the hypotheses, the authors develop and estimate a model using unique panel data of 2,263 SIs across 15 industries over eight years assembled from multiple data sources and controlling for firm- and market-specific factors, heterogeneity, and endogeneity. They analyze innovation announcements using natural language processing. The results show that B2B-SIs have a positive effect on firm value and an insignificant influence on firm risk. Importantly, the effect of a B2B-SI on firm value is significantly greater than that of a B2C-SI. Unlike B2C-SIs, the effect of B2B-SIs on firm value is greater when the firm has more product innovations. Surprisingly, unlike B2C-SIs, the effect of B2B-SIs on firm value is less positive when the SIs emphasize customers. These findings offer important insights about the relative value of B2B-SIs.","sentiment analysis",1
"126","Selectively Emotional: How Smartphone Use Changes User-Generated Content","Journal of Marketing Research",2019,"User-generated content has become ubiquitous and very influential in the marketplace. Increasingly, this content is generated on smartphones rather than personal computers (PCs). This article argues that because of its physically constrained nature, smartphone (vs. PC) use leads consumers to generate briefer content, which encourages them to focus on the overall gist of their experiences. This focus on gist, in turn, tends to manifest as reviews that emphasize the emotional aspects of an experience in lieu of more specific details. Across five studies?two field studies and three controlled experiments?the authors use natural language processing tools and human assessments to analyze the linguistic characteristics of user-generated content. The findings support the thesis that smartphone use results in the creation of content that is less specific and privileges affect?especially positive affect?relative to PC-generated content. The findings also show that differences in emotional content are driven by the tendency to generate briefer content on smartphones rather than user self-selection, differences in topical content, or timing of writing. Implications for research and practice are discussed.","sentiment analysis",0
"127","Talk Bursts: The Role of Spikes in Prerelease Word-of-Mouth Dynamics","Journal of Marketing Research",2018,"Before their launch, many new products generate word of mouth (WOM) on social media. Such WOM typically increases toward the release date and contains sudden spikes. These spikes capture manifestations of peak consumer attention and are therefore of managerial importance, yet they have not received research attention. This article is the first to provide a comprehensive descriptive treatment of WOM spikes. The authors propose a conceptual framework to present spikes as a standalone WOM dimension and explain their emergence. They employ a robust filtering procedure to detect spikes and apply it in a data set of 90,000 prerelease online WOM messages on 157 Hollywood movies. The results indicate that prerelease spikes are widely prevalent: While some of them are event-driven, emerging in response to firm-created communications (e.g., trailer release), they are far more likely to emerge spontaneously. Content analysis reveals that WOM in spikes is more positive in sentiment and is more likely to deal with factual details than is WOM outside spikes. Prerelease WOM spikes also contribute significantly to the predictability of future product sales.","Text Mining",0
"128","When and how Managers' Responses to Online Reviews Affect Subsequent Reviews","Journal of Marketing Research",2018,"In this study, the authors investigate the externalities of managers' responses (MRs) to online reviews on popular travel websites. Specifically, the authors examine the effect of publicly responding to hotel guests' reviews on subsequent reviewer ratings. The authors find that manager responses to negative reviews (MR-N) can significantly influence subsequent opinion in a positive way if those responses are observable at the time of reviewing. Notably, the findings show this externality to be negative for manager responses to positive reviews (MR-P). The authors conduct a topic analysis on review texts and corresponding MRs to study the moderating role of response tailoring on the opinion externalities of MR. The authors show that tailored MR amplifies the positive (negative) impact of MR-N (MR-P) on subsequent opinion. Intuitively, tailoring an MR-N adds specificity to the hotel's complaint management strategy, bolstering the positive effects of MR-N on subsequent opinion. However, by highlighting specific positive elements of a review, managers' intent for responding is brought into question as they take advantage of reviewers' positive feedback to promote their hotel.","Text Mining",0
"129","Online Reputation Mechanisms and the Decreasing Value of Chain Affiliation","Journal of Marketing Research",2018,"This article investigates the value of business format franchising and how it is changing in response to a large increase in consumer information provided by online reputation mechanisms. Theory has suggested that much of the value of chain affiliation to firms comes from the ability of chain partners to use the same name, imagery, logo, and marketing to create a common brand reputation and signal specific qualities in settings with asymmetric information between buyers and sellers. As more information becomes available, consumers should rely less on branding for quality signals, and firms? ability to extend reputations across heterogeneous outlets should decrease. To examine this empirically, the author combines a large panel of hotel revenues with millions of online reviews from multiple platforms. Chain-affiliated hotels earn substantially higher revenues than equivalent independent hotels, but this premium has declined by over 50% from 2000 to 2015. This can be largely attributed to an increase in online reputation mechanisms, and this effect is largest for low-quality and small-market firms. Measures of the information content of online reviews show that as information has increased, independent hotel revenue has grown substantially more than chain hotel revenue. This result should be viewed as descriptive, with attempts to come to near causality including the use of machine learning to derive latent dimensions of firm quality from the text of online reviews. Finally, the correlation between firm revenue and chain-wide reputation is decreasing, whereas the correlation with individual hotel reputation is increasing.","UGC",0
"130","Online Reputation Mechanisms and the Decreasing Value of Chain Affiliation","Journal of Marketing Research",2018,"This paper investigates the value of business format franchising and how it is changing in response to a large increase in consumer information provided by online reputation mechanisms. Theory suggests much of the value to firms of chain affiliation comes from the ability of chain partners to use the same name, imagery, logo, and marketing to create a common reputation and signal specific qualities in settings with asymmetric information between buyers and sellers. As more information becomes available, consumers should rely less on these quality signals and the ability for firms to extend reputations across heterogenous outlets should decrease. To examine this empirically, this paper combines a large panel of hotel revenues with millions of online reviews from multiple platforms. I find that chain-affiliated hotels earn substantially higher revenues than equivalent independent hotels, but that this premium has declined by over 50% from 2000 to 2015. I find that this can be largely attributed to an increase in online reputation mechanisms, and that this effect is largest for low-quality and small market firms. Measures of the information content of online reviews show that as information has increased, independent hotel revenue has grown substantially more than chain hotel revenue. This result should be seen as descriptive with attempts to come to near causality, including via use of machine learning to derive latent dimensions of firm quality from the text of online reviews. Finally, the correlation between firm revenue and chain-wide reputation is decreasing and the correlation with individual hotel reputation is replacing it.","UGC",0
"131","Talk Bursts: The Role of Spikes in Prerelease Word-of-Mouth Dynamics","Journal of Marketing Research",2018,"Before their launch, many new products generate word of mouth (WOM) on social media. Such WOM typically increases toward the release date and contains sudden spikes. These spikes capture manifestations of peak consumer attention and are therefore of managerial importance, yet they have not received research attention. This article is the first to provide a comprehensive descriptive treatment of WOM spikes. The authors propose a conceptual framework to present spikes as a standalone WOM dimension and explain their emergence. They employ a robust filtering procedure to detect spikes and apply it in a data set of 90,000 prerelease online WOM messages on 157 Hollywood movies. The results indicate that prerelease spikes are widely prevalent: While some of them are event-driven, emerging in response to firm-created communications (e.g., trailer release), they are far more likely to emerge spontaneously. Content analysis reveals that WOM in spikes is more positive in sentiment and is more likely to deal with factual details than is WOM outside spikes. Prerelease WOM spikes also contribute significantly to the predictability of future product sales.","computational linguistics",0
"132","Talk Bursts: The Role of Spikes in Prerelease Word-of-Mouth Dynamics","Journal of Marketing Research",2018,"Before their launch, many new products generate word of mouth (WOM) on social media. Such WOM typically increases toward the release date and contains sudden spikes. These spikes capture manifestations of peak consumer attention and are therefore of managerial importance, yet they have not received research attention. This article is the first to provide a comprehensive descriptive treatment of WOM spikes. The authors propose a conceptual framework to present spikes as a standalone WOM dimension and explain their emergence. They employ a robust filtering procedure to detect spikes and apply it in a data set of 90,000 prerelease online WOM messages on 157 Hollywood movies. The results indicate that prerelease spikes are widely prevalent: While some of them are event-driven, emerging in response to firm-created communications (e.g., trailer release), they are far more likely to emerge spontaneously. Content analysis reveals that WOM in spikes is more positive in sentiment and is more likely to deal with factual details than is WOM outside spikes. Prerelease WOM spikes also contribute significantly to the predictability of future product sales.","user-generated-content",0
"133","Online Reputation Mechanisms and the Decreasing Value of Chain Affiliation","Journal of Marketing Research",2018,"This article investigates the value of business format franchising and how it is changing in response to a large increase in consumer information provided by online reputation mechanisms. Theory has suggested that much of the value of chain affiliation to firms comes from the ability of chain partners to use the same name, imagery, logo, and marketing to create a common brand reputation and signal specific qualities in settings with asymmetric information between buyers and sellers. As more information becomes available, consumers should rely less on branding for quality signals, and firms? ability to extend reputations across heterogeneous outlets should decrease. To examine this empirically, the author combines a large panel of hotel revenues with millions of online reviews from multiple platforms. Chain-affiliated hotels earn substantially higher revenues than equivalent independent hotels, but this premium has declined by over 50% from 2000 to 2015. This can be largely attributed to an increase in online reputation mechanisms, and this effect is largest for low-quality and small-market firms. Measures of the information content of online reviews show that as information has increased, independent hotel revenue has grown substantially more than chain hotel revenue. This result should be viewed as descriptive, with attempts to come to near causality including the use of machine learning to derive latent dimensions of firm quality from the text of online reviews. Finally, the correlation between firm revenue and chain-wide reputation is decreasing, whereas the correlation with individual hotel reputation is increasing.","user-generated-content",0
"134","App Popularity: Where in the World are Consumers Most Sensitive to Price and User Ratings?","Journal of Marketing",2018,"Many companies compete globally in a world in which user ratings and price are important drivers of performance but whose importance may differ by country. This study builds on the cultural, economic, and structural differences across countries to examine how app popularity reacts to price and ratings, controlling for product characteristics. Estimated across 60 countries, a dynamic panel model with product-specific effects reveals that price sensitivity is higher in countries with higher masculinity and uncertainty avoidance. Ratings valence sensitivity is higher in countries with higher individualism and uncertainty avoidance, while ratings volume sensitivity is higher in countries with higher power distance and uncertainty avoidance and those that are richer and have more income equality. For managers, the authors visualize country groups and calculate how much price should decrease to compensate for a negative review or lack of reviews. For researchers, they highlight the moderators of the volume and valence effects of online ratings, which are becoming ubiquitous in this connected world.","user-generated-content",1
"135","Network Overlap and Content Sharing on Social Media Platforms","Journal of Marketing Research",2018,"Improving content sharing on social media platforms helps firms enhance the efficacy of their marketing campaigns. The authors study the impact of network overlap?the overlap in network connections between two users?on content sharing in directed social media platforms. The authors propose a hazards model that flexibly captures the impact of three measures of network overlap (i.e., common followees, common followers, and common mutual followers) on content sharing. Using data on content sharing from two directed social media platforms (Twitter and Digg), the authors establish that a receiver is more likely to share content from a sender with whom they share more common followees, common followers, or common mutual followers even after accounting for other measures. In addition, common followers have a higher effect than common mutual followers on the sharing propensity of the receiver. Finally, the effect of common followers and common mutual followers is positive when the content is novel but decreases, and may even become negative, when many others have already shared it. Collectively, these results have a bearing for marketers to more effectively target users for spreading content on social media platforms.","user-generated-content",0
"136","Building a Social Network for Success","Journal of Marketing Research",2018,"This article proposes a framework for studying how a brand, firm, or individual can use networking activities to manage a social network and drive its success. Using data from ego networks of music artists, the article models how artists can enhance their social networking presence and stimulate relationships between fans to achieve long-term benefits in terms of music plays. The authors use a Bayesian modeling framework to model the heterogeneous and dynamic impact of networking activities on network structure and on music popularity, while relying on instrumental variables from another independent online social network to handle potential endogeneity. The results imply that artists can shape network structure via marketing activities and thereby achieve a long-term impact on success that far exceeds the direct and short-term impact in magnitude. Specifically, improving the density of ego networks enables long-term effects beyond those that stem from growth in network size.","user-generated-content",0
"137","Online Reputation Mechanisms and the Decreasing Value of Chain Affiliation","Journal of Marketing Research",2018,"This paper investigates the value of business format franchising and how it is changing in response to a large increase in consumer information provided by online reputation mechanisms. Theory suggests much of the value to firms of chain affiliation comes from the ability of chain partners to use the same name, imagery, logo, and marketing to create a common reputation and signal specific qualities in settings with asymmetric information between buyers and sellers. As more information becomes available, consumers should rely less on these quality signals and the ability for firms to extend reputations across heterogenous outlets should decrease. To examine this empirically, this paper combines a large panel of hotel revenues with millions of online reviews from multiple platforms. I find that chain-affiliated hotels earn substantially higher revenues than equivalent independent hotels, but that this premium has declined by over 50% from 2000 to 2015. I find that this can be largely attributed to an increase in online reputation mechanisms, and that this effect is largest for low-quality and small market firms. Measures of the information content of online reviews show that as information has increased, independent hotel revenue has grown substantially more than chain hotel revenue. This result should be seen as descriptive with attempts to come to near causality, including via use of machine learning to derive latent dimensions of firm quality from the text of online reviews. Finally, the correlation between firm revenue and chain-wide reputation is decreasing and the correlation with individual hotel reputation is replacing it.","user-generated-content",0
"138","Improving Consumer Mindset Metrics and Shareholder Value through Social Media: The Different Roles of Owned and Earned Media","Journal of Marketing",2018,"Although research has examined the social media?shareholder value link, the role of consumer mindset metrics in this relationship remains unexplored. To this end, drawing on the elaboration likelihood model and accessibility/diagnosticity perspective, the authors hypothesize varying effects of owned and earned social media (OSM and ESM) on brand awareness, purchase intent, and customer satisfaction and link these consumer mindset metrics to shareholder value (abnormal returns and idiosyncratic risk). Analyzing daily data for 45 brands in 21 sectors using vector autoregression models, they find that brand fan following improves all three mindset metrics. ESM engagement volume affects brand awareness and purchase intent but not customer satisfaction, while ESM positive and negative valence have the largest effects on customer satisfaction. OSM increases brand awareness and customer satisfaction but not purchase intent, highlighting a nonlinear effect of OSM. Interestingly, OSM is more likely to increase purchase intent for high involvement utilitarian brands and for brands with higher reputation, implying that running a socially responsible business lends more credibility to OSM. Finally, purchase intent and customer satisfaction positively affect shareholder value.","user-generated-content",1
"139","Talk Bursts: The Role of Spikes in Prerelease Word-of-Mouth Dynamics","Journal of Marketing Research",2018,"Before their launch, many new products generate word of mouth (WOM) on social media. Such WOM typically increases toward the release date and contains sudden spikes. These spikes capture manifestations of peak consumer attention and are therefore of managerial importance, yet they have not received research attention. This article is the first to provide a comprehensive descriptive treatment of WOM spikes. The authors propose a conceptual framework to present spikes as a standalone WOM dimension and explain their emergence. They employ a robust filtering procedure to detect spikes and apply it in a data set of 90,000 prerelease online WOM messages on 157 Hollywood movies. The results indicate that prerelease spikes are widely prevalent: While some of them are event-driven, emerging in response to firm-created communications (e.g., trailer release), they are far more likely to emerge spontaneously. Content analysis reveals that WOM in spikes is more positive in sentiment and is more likely to deal with factual details than is WOM outside spikes. Prerelease WOM spikes also contribute significantly to the predictability of future product sales.","machine learning",0
"140","Online Reputation Mechanisms and the Decreasing Value of Chain Affiliation","Journal of Marketing Research",2018,"This article investigates the value of business format franchising and how it is changing in response to a large increase in consumer information provided by online reputation mechanisms. Theory has suggested that much of the value of chain affiliation to firms comes from the ability of chain partners to use the same name, imagery, logo, and marketing to create a common brand reputation and signal specific qualities in settings with asymmetric information between buyers and sellers. As more information becomes available, consumers should rely less on branding for quality signals, and firms? ability to extend reputations across heterogeneous outlets should decrease. To examine this empirically, the author combines a large panel of hotel revenues with millions of online reviews from multiple platforms. Chain-affiliated hotels earn substantially higher revenues than equivalent independent hotels, but this premium has declined by over 50% from 2000 to 2015. This can be largely attributed to an increase in online reputation mechanisms, and this effect is largest for low-quality and small-market firms. Measures of the information content of online reviews show that as information has increased, independent hotel revenue has grown substantially more than chain hotel revenue. This result should be viewed as descriptive, with attempts to come to near causality including the use of machine learning to derive latent dimensions of firm quality from the text of online reviews. Finally, the correlation between firm revenue and chain-wide reputation is decreasing, whereas the correlation with individual hotel reputation is increasing.","machine learning",0
"141","Customer-Based Corporate Valuation for Publicly Traded Noncontractual Firms","Journal of Marketing Research",2018,"There is growing interest in ?customer-based corporate valuation??that is, explicitly tying the value of a firm?s customer base to its overall financial valuation using publicly disclosed data. While much progress has been made in building a well-validated customer-based valuation model for contractual (or subscription-based) firms, there has been little progress for noncontractual firms. Noncontractual businesses have more complex transactional patterns because customer churn is not observed, and customer purchase timing and spend amounts are more irregular. Furthermore, publicly disclosed data are aggregated over time and across customers, are often censored, and may vary from firm to firm, making it harder to estimate models for customer acquisition, ordering, and spend per order. The authors develop a general customer-based valuation methodology for noncontractual firms that accounts for these issues. They apply this methodology to publicly disclosed data from e-commerce retailers Overstock.com and Wayfair, provide valuation point estimates and valuation intervals for the firms, and compare the unit economics of newly acquired customers.","machine learning",0
