title,journal,year,text,label
Pay what you Want: A New Participative Pricing Mechanism,Journal of Marketing,2009,"Pay what you want (PWYW) is a new participative pricing mechanism in which consumers have maximum control over the price they pay. Previous research has suggested that participative pricing increases consumers? intent to purchase. However, sellers using PWYW face the risk that consumers will exploit their control and pay nothing at all or a price below the seller's costs. In three field studies, the authors find that prices paid are significantly greater than zero. They analyze factors that influence prices paid and show that PWYW can even lead to an increase in seller revenues.",0
Mapping Online Consumer Search,Journal of Marketing Research,2011,"The authors propose a new method to visualize browsing behavior in so-called product search maps. Manufacturers can use these maps to understand how consumers search for competing products before choice, including how information acquisition and product search are organized along brands, product attributes, and price-related search strategies. The product search maps also inform manufacturers about the competitive structure in the industry and the contents of consumer consideration sets. The proposed method defines a product search network, consisting of the products and links that designate whether a product is searched conditional on searching other products. The authors model this network using a stochastic, hierarchical, and asymmetric multidimensional scaling framework and decompose the product locations as well as the product-level influences using product attributes. The advantages of the approach are twofold. First, the authors simultaneously visualize the positions of products and the direction of consumer search over products in a perceptual map of search proximity. Second, they explain the formation of the map using observed product attributes. The authors empirically apply their approach to consumer search of digital camcorders at Amazon.com and provide several managerial implications.",1
How Consumers? Political Ideology and Status-Maintenance Goals Interact to Shape Their Desire for Luxury Goods,Journal of Marketing,2018,"This research distinguishes between the goal of maintaining status and advancing status and investigates how consumers? political ideology triggers sensitivity to a status-maintenance (vs. status-advancement) goal, subsequently altering luxury consumption. Because conservative political ideology increases the preference for social stability, the authors propose that conservatives (vs. liberals) are more sensitive to status maintenance (but not status advancement) and thus exhibit a greater desire for luxury goods when the status-maintenance goal is activated. Six studies assessing status maintenance using sociodemographic characteristics (Studies 1, 2, and 3a) and controlled manipulations, including ad framing (Study 3b) and semantic priming (Studies 4 and 5), provide support for this proposition. The studies show that the effect is specific to status maintenance and does not occur (1) in the absence of a status goal or (2) when the status-advancement goal (a focus on increasing status) is activated. Overall, the findings reveal that conservatives? desire for luxury goods stems from the goal of maintaining status and offer insights into how luxury brands can effectively tailor their communications to audiences with a conservative ideology.",0
National Culture and Advertising Sensitivity to Business Cycles: A Reexamination,Journal of International Marketing,2020,"The author reexamines the cyclical sensitivity of national advertising expenditure with a longitudinal data set of 59 countries over 35 years. In contrast to prior studies, the author examines the effects of the entire set of Hofstede culture dimensions to study cross-country variation in the advertising sensitivity and investigates how the emergence and growth of online advertising has transformed the cyclical sensitivity of advertising spending. National culture substantially affects advertising?s cyclical sensitivity, but in different ways than hypothesized previously. Consistent with the literature, advertising sensitivity is lower in long-term-oriented and high-uncertainty-avoidant countries and is unrelated to individualism. However, power distance is unassociated with cyclical sensitivity, and masculinity and indulgence?the two dimensions ignored in previous research?reduce cyclical sensitivity. Moreover, there is evidence that culture operates differently for the cyclical sensitivity of online advertising. Advertising expenditure is cyclically much more sensitive than documented previously and has grown more so over time since the advent of online advertising. This study provides initial evidence that online spending is more elastic than traditional advertising and that traditional spending has become more procyclical. The author advances timely and refined empirical generalizations on the cyclical sensitivity of advertising expenditure.",0
On Distributor Commitment in Marketing Channels for Industrial Products: Contrast between the United States and Japan,Journal of International Marketing,2002,"Previous studies have highlighted task environmental factors as the sole drivers of a distributor's commitment to its supplier and have found positive consequences of distributor commitment. The authors propose institutional factors as another motive for distributor commitment in channel relationships. Specifically, the authors suggest that long-term orientation is an essential institutional environment to consider for a comparative study of distributor commitment. The authors hypothesize that distributor commitment is driven by both task environmental factors and institutional factors. The authors conduct national surveys of industrial distributors in the United States and Japan to test the hypotheses. The hypothesis test results indicate that task environmental factors are related significantly to distributor commitment regardless of the channel contexts and that the effect of an institutional factor varies across the channel contexts.",0
The Relative Influence of Economic and Relational Direct Marketing Communications on Buying Behavior in Business-to-Business Markets,Journal of Marketing Research,2018,"Business-to-business firms spend significant resources in direct marketing to manage close relationships with their customers. Nevertheless, there is limited understanding of how the effectiveness of direct marketing communications varies by value propositions. Typically, direct marketing efforts are geared toward explicitly featuring economic or relational values. To implement an effective communication strategy catering to customers' preferences, firms should understand how customers consistently evaluate these organizational marketing communications, which ultimately affect their buying behaviors. Therefore, the authors analyze marketing messages and employ content analysis to capture the two distinct types of direct marketing communications. Using data from a Fortune 500 business-to-business service firm and a robust econometric model, they find that the (1) effects of economic and relational marketing communication on customer purchase behaviors interplay and vary over time, (2) latent stock of direct marketing communication affects customer purchase behaviors, and (3) evolution of customers' perceived importance can be recovered using transaction data. Overall, the authors provide a marketing resource reallocation strategy that enables marketers to customize marketing communications and improve a firm's financial performance.",1
"Stock Market Reaction to Unexpected Growth in Marketing Expenditure: Negative for Sales Force, Contingent on Spending Level for Advertising",Journal of Marketing,2011,"Because firms do not publicly report marketing expenditures, most studies of the link between firm value and marketing consider advertising (which is publicly reported for many firms) a proxy for marketing. The authors extend those studies in two ways. First, they broaden the proxy for marketing by considering both advertising and sales force. Second, they offer an explanation for the fact that some studies linking advertising to firm value find a positive relationship, whereas others find a negative relationship. The accounting literature suggests that the link to firm value for both unexpected growth in sales force expenditures and unexpected growth in advertising expenditures should be negative. The authors confirm the hypothesized accounting relationship for sales force expenditures but find a contingent relationship for advertising expenditures. Firm value and unexpected growth in advertising expenditures are negatively related for firms that advertise below the advertising response threshold, but they are positively related for firms that advertise above that threshold. Perhaps because this contingent relationship is difficult for analysts to learn through observation of the stock market, analysts ignore value-relevant advertising expenditure information when they forecast firm value.",0
When Salespeople Manage Customer Relationships: Multidimensional Incentives and Private Information,Journal of Marketing Research,2019,"At many firms, incentivized salespeople with private information about customers are responsible for customer relationship management. Although incentives motivate sales performance, private information can induce moral hazard by salespeople to gain compensation at the expense of the firm. The authors investigate the sales performance?moral hazard trade-off in response to multidimensional performance (acquisition and maintenance) incentives in the presence of private information. Using unique panel data on customer loan acquisition and repayments linked to salespeople from a microfinance bank, the authors detect evidence of salesperson private information. Acquisition incentives induce salesperson moral hazard, leading to adverse customer selection, but maintenance incentives moderate it as salespeople recognize the negative effects of acquiring low-quality customers on future payoffs. Critically, without the moderating effect of maintenance incentives, the adverse selection effect of acquisition incentives overwhelms the sales-enhancing effects, clarifying the importance of multidimensional incentives for customer relationship management. Reducing private information (through job transfers) hurts customer maintenance but has greater impact on productivity by moderating adverse selection at acquisition. This article also contributes to the recent literature on detecting and disentangling customer adverse selection and customer moral hazard (defaults) with a new identification strategy that exploits the time-varying effects of salesperson incentives.",1
The Influence of Global Brand Distribution on Brand Popularity on Social Media,Journal of International Marketing,2019,"The literature on consumer choice between global and local brands is focused on sales-based measures of brand globalness (BG). When managers need to establish an effective social media campaign to raise awareness of their brands? activities on social media, the literature focus may not provide clear guidance on how such measures can be applied to social media. This research contributes to global brand research by combining the literature streams on consumer social media engagement and global branding marketing strategies. First, to provide a managerial tool for this task, the authors propose two novel measures, BG and country brand popularity (CBP), based on consumers? brand activities on social media. Using these measures, the authors hypothesize that CBP is influenced by cultural, social, and economic factors, which is motivated by motivation?opportunity?ability theory. Using Facebook data covering the top 100 brands that operate across 50 countries in each of 51 industries, they show that CBP is influenced by BG and cultural, social, and economic characteristics.",0
"Implementing Managerial Constraints in Model-Based Segmentation: Extensions of Kim, Fong, and DeSarbo (2012) with an Application to Heterogeneous Perceptions of Service Quality",Journal of Marketing Research,2013,"Researchers have recently introduced a finite mixture Bayesian regression model to simultaneously identify consumer market segments (heterogeneity) and determine how such segments differ with respect to active regression coefficients (variable selection). This article introduces three extensions of this model to incorporate managerial restrictions (constraints). The authors demonstrate with synthetic data that the new constrained finite mixture Bayesian regression models can be used to identify and represent several constrained heterogeneous response patterns commonly encountered in practice. In addition, they show that the proposed models are more robust against multicollinearity than traditional methods. Finally, to illustrate the proposed models' usefulness, the authors apply the proposed constrained models in the context of a service quality (SERVPERF) survey of National Insurance Company's customers.",1
Model-Based Segmentation Featuring Simultaneous Segment-Level Variable Selection,Journal of Marketing Research,2012,"The authors propose a new Bayesian latent structure regression model with variable selection to solve various commonly encountered marketing problems related to market segmentation and heterogeneity. The proposed procedure simultaneously performs segmentation and regression analysis within the derived segments, in addition to determining the optimal subset of independent variables per derived segment. The authors present comparative analyses contrasting the performance of the proposed methodology against standard latent class regression and traditional Bayesian finite mixture regression. They demonstrate that their proposed Bayesian model compares favorably with these traditional benchmark models. They then present an actual commercial customer satisfaction study performed for an electric utility company in the southeastern United States, in which they examine the heterogeneous drivers of perceived quality. Finally, they discuss limitations of the research and provide several directions for further research.",1
Bayesian Synthetic Control Methods,Journal of Marketing Research,2020,"The authors propose a new Bayesian synthetic control framework to overcome limitations of extant synthetic control methods (SCMs). The proposed Bayesian synthetic control methods (BSCMs) do not impose any restrictive constraints on the parameter space a priori. Moreover, they provide statistical inference in a straightforward manner as well as a natural mechanism to deal with the ?large p, small n? and sparsity problems through Markov chain Monte Carlo procedures. Using simulations, the authors find that for a variety of data-generating processes, the proposed BSCMs almost always provide better predictive accuracy and parameter precision than extant SCMs. They demonstrate an application of the proposed BSCMs to a real-world context of a tax imposed on soda sales in Washington state in 2010. As in the simulations, the proposed models outperform extant models, as measured by predictive accuracy in the posttreatment periods. The authors find that the tax led to an increase of 5.7% in retail price and a decrease of 5.5%?5.8% in sales. They also find that retailers in Washington overshifted the tax to consumers, leading to a pass-through rate of approximately 121%.",1
Interdependence and Its Consequences in Distributor-Supplier Relationships: A Distributor Perspective through Response Surface Approach,Journal of Marketing Research,2003,"Despite its importance for marketing channels research, the effect of interdependence on channel outcome variables remains elusive because of the inconsistent manner in which it is operationalized and the analytical methods used to assess its impact. To address those gaps, the authors first review prior approaches and identify the sources of their limitations. Then, the authors use the response surface approach (RSA) and derive three managerial insights that can be garnered from its use. They apply RSA to industrial distributor-supplier relationships and contrast it with previous methods. The empirical study results suggest that distributors perceive differential effects of supplier dependence and distributor dependence on outcome variables. The authors elaborate on managerial and research implications of the RSA results.",1
Understanding Governance Decisions in a Partially Integrated Channel: A Contingent Alignment Framework,Journal of Marketing Research,2011,"This article examines governance decisions within an emerging and increasingly common form of channel: the partially integrated channel (PIC). The PIC is defined as a single vertical channel in which both market governance and hierarchical governance exist (i.e., the employees of one channel member work on a full-time basis at an exchange partner's facilities, performing functions that the exchange partner traditionally performs). Building on the transaction cost analysis and governance value analysis literature streams, the authors examine ongoing governance decisions within the PIC. Data were collected in the fashion apparel market of South Korea using multisource, reciprocally matched data in which a manufacturer's directly employed sales force is deployed at department store retailers as the sole frontline employees for their brand. The authors find that brand reputation, downstream market uncertainty, and sales force performance ambiguity influence manufacturer control over sales operations and manufacturer flexibility with retailers in unique ways. The authors discuss implications of this work for theory and practice.",1
Product Concept Demonstrations in Trade Shows and Firm Value,Journal of Marketing,2016,"Trade shows are a popular venue for firms to demonstrate their portfolio of market-ready new products as well as product concepts under different stages of development. Utilizing auto shows as a context, the authors investigate the effects of concept and product demonstrations on the demonstrating firm's value. Event study results show that abnormal returns follow an inverted U-shaped effect of product development stages: that is, previously demonstrated concepts approaching potential launch have the strongest positive effect, followed by early-stage concepts demonstrated for the first time to the world (i.e., debuts), and then market-ready new products. Trade show locations mediate these effects. The effects of early-stage debut demonstrations appear only when concepts are presented in trade shows located in the home country of the demonstrating firm. However, the effects of displaying previously demonstrated concepts, which have survived product development hurdles, are present in venues within as well as outside the firm's home country.",0
Can Viagra Advertising Make More Babies? Direct-to-Consumer Advertising on Public Health Outcomes,Journal of Marketing Research,2020,"Although product advertising has been widely studied and understood in relation to the consumer?s purchase decision, advertising may also have unintended but important societal and economic consequences. In this article, the authors examine a public health outcome?birth rate?associated with advertisements for erectile dysfunction (ED) drugs. Since the United States loosened regulations on direct-to-consumer television advertising for prescription drugs in 1997, ED drug makers have consistently been top spenders. By comparing advertising data with multiple birth data sets (patient-level hospital data from Massachusetts between 2001 and 2010 and micro birth certificate data from the United States between 2000 and 2004), the authors demonstrate that increased ED drug television advertising leads to a higher birth rate. Their results, which are robust with respect to different functional forms and falsification tests, show that a 1% increase in ED drug advertising contributes to an increase of .04%?.08% of total births. Their findings suggest that beyond the customer purchase decision, advertising can have important public health outcomes, with resulting implications for managerial decision making and policy formulation.",1
The Sources and Consequences of the Fluent Processing of Numbers,Journal of Marketing Research,2011,"Consumers often like fluently processed stimuli. The authors find that one source of fluency for numerical stimuli is the generation of a number through common addition (e.g., 1 + 1 through 10 + 10) and common multiplication (2 ? 2 through 10 ? 10) problems (study 1). Common addition and multiplication problems (arithmetic), or their operands, can be used to prime a number and increase its fluency (study 3). The benefits of arithmetic and operand primes are limited to single primes (i.e., more primes are not necessarily better) (Study 5). Number fluency is relevant to creating numeric brand names (Study 2), enhancing the liking of numeric brand names through advertising (Study 4), and executing price promotions (Study 6).",1
Market Orientation: A Meta-Analytic Review and Assessment of its Antecedents and Impact on Performance,Journal of Marketing,2005,"The authors conduct a meta-analysis that aggregates empirical findings from the market orientation literature. First, the study provides a quantitative summary of the bivariate findings regarding the antecedents and the consequences of market orientation. Second, the authors use multivariate analyses of aggregate study effects to identify significant antecedents of market orientation and the process variables that mediate the relationship between market orientation and performance. In addition, using regression analysis, the authors find that the market orientation?performance relationship is stronger in samples of manufacturing firms, in low power-distance and uncertainty-avoidance cultures, and in studies that use subjective measures of performance. The authors also find that the market orientation?performance correlation is stronger for both cost-based and revenue-based performance measures in manufacturing firms than in service firms. On the basis of the findings, the authors conclude with a discussion of the implications for practice and further research.",0
Doing Well versus Doing Good: The Differential Effect of Underdog Positioning on Moral and Competent Service Providers,Journal of Marketing,2017,"This research examines how consumers make trade-offs between highly competent, less moral service providers and highly moral, less competent service providers. Counter to research on general impression formation, which shows that moral traits dominate competence traits, the authors demonstrate that when choosing between service providers, consumers systematically value competence more than morality. However, underdog positioning moderates this effect. When a moral service provider is positioned as an underdog, consumers feel empathy, thereby attenuating the dominance of competence. Notably, although underdog positioning can help a moral provider overcome a deficit in competence, it does not help a competent service provider overcome a deficit in morality or a warm provider overcome a deficit in competence. Thus, underdog positioning is particularly well suited for less competent service providers who are highly moral.",0
"No Pain, No Gain: A Critical Review of the Literature on Signaling Unobservable Product Quality",Journal of Marketing,2000,"Recent research in information economics has focused on signals as mechanisms to solve problems that arise under asymmetric information. A firm or individual credibly communicates the level of some unobservable element in a transaction by providing an observable signal. When applied to conveying product quality information, this issue is of particular interest to the discipline of marketing. In this article, the authors focus on the ways a firm may signal the unobservable quality of its products through several marketing-mix variables. The authors develop a typology that classifies signals and discuss the available empirical evidence on the signaling properties of several marketing variables. They consider managerial implications of signaling and outline an agenda for future empirical research.",0
Vigilant against Manipulation: The Effect of Regulatory Focus on the Use of Persuasion Knowledge,Journal of Marketing Research,2007,"This article proposes that compared with a promotion regulatory focus, a prevention focus increases sensitivity to the advertiser's manipulative intent. Specifically, when message cues make manipulative intent moderately salient, prevention-focused people are more likely to activate persuasion knowledge and give less favorable brand evaluations than promotion-focused people. When message cues make manipulative intent highly salient or when manipulative intent is not salient, brand evaluations do not differ across regulatory foci. In addition, externally priming suspicion of manipulative intent makes promotion-focused people react similarly to prevention-focused people, suggesting that regulatory focus affects vigilance against persuasion.",1
Bonuses versus Commissions: A Field Study,Journal of Marketing Research,2013,"Quota-based bonuses and commissions are the two most common incentive compensation plans. The authors uncover differential effects of these plans from a natural field-based experiment featuring 14,000 monthly observations over three years from 458 sales territories of a pharmaceutical firm that switched from a bonus plan to an equivalent commission plan. The intervention led to significant sales productivity improvement; this effect was heterogeneous across ability deciles, with much larger increases occurring at lower ability deciles. The authors find significant differences across these plans on (1) effort against nonincentivized tasks and (2) output fluctuations induced through ?timing games.? At this firm, the bonus plan was strictly inferior to the implemented commission plan with respect to short-term revenues and timing games. In contrast, the commission plan induced greater neglect of nonincentivized tasks (tasks not directly affecting observable output). To organize their findings, the authors build a simple theoretical model in the personnel economics tradition. The novel result that multitasking concerns are reduced under bonus plans when the quota has been met provides a nuanced rationale for the widespread existence of lump-sum bonus plans.",1
Extending Compromise Effect Models to Complex Buying Situations and Other Context Effects,Journal of Marketing Research,2004,"Building on the work of Dhar, Menon, and Maach (2004), this commentary describes how the compromise effect models developed in the work of Kivetz, Netzer, and Srinivasan (2004) can be extended to predict complex (business-to-business) purchase decisions and additional behavioral context effects. The authors clarify their general modeling approach and outline how it applies to choices among solutions (augmented products) and group decision making. They then hypothesize about the influence of business-to-business and technology markets on various context effects (e.g., compromise and asymmetric dominance). They show how the models incorporate various context effects and discuss ideas for further research.",1
Alternative Models for Capturing the Compromise Effect,Journal of Marketing Research,2004,"The compromise effect denotes the finding that brands gain share when they become the intermediate rather than extreme option in a choice set. Despite the robustness and importance of this phenomenon, choice modelers have neglected to incorporate the compromise effect in formal choice models and to test whether such models outperform the standard value maximization model. In this article, the authors suggest four context-dependent choice models that can conceptually capture the compromise effect. Although the models are motivated by theory from economics and behavioral decision research, they differ with respect to the particular mechanism that underlies the compromise effect (e.g., contextual concavity versus loss aversion). Using two empirical applications, the authors (1) contrast the alternative models and show that incorporating the compromise effect by modeling the local choice context leads to superior predictions and fit compared with the traditional value maximization model and a stronger (naive) model that adjusts for possible biases in utility measurement, (2) generalize the compromise effect by demonstrating that it systematically affects choice in larger sets of products and attributes than has been previously shown, (3) show the theoretical and empirical equivalence of loss aversion and local (contextual) concavity and (4) demonstrate the superiority of models that use a single reference point over ?tournament models? in which each option serves as a reference point. They discuss the theoretical and practical implications of this research as well as the ability of the proposed models to predict other behavioral context effects.",1
The Effects of Incomplete Information on Consumer Choice,Journal of Marketing Research,2000,"Two current trends, information overload and marketers' increased control over the manner in which their products are sold and presented to buyers (e.g., on the Internet), suggest that deciding what information to provide or not to provide can determine a product's success in the marketplace. Although it has long been recognized that most purchase decisions are made with incomplete information, researchers still know little about the effect of missing information on consumer choice. Building on prior work by Slovic and MacPhillamy (1974), the authors demonstrate that a tendency to give more weight to attributes on which all considered options have values (common attributes), compared with attributes for which not all options have values (unique attributes), can often lead to intransitive preferences. Using process measures, the authors further show that buyers tend to interpret missing attribute values in a way that supports the purchase of the option that is superior on the common attribute. The results indicate that information presentation format and inferences about missing values cannot account for the observed effects of missing information on consumer choice. The authors also show that the purchase decisions of buyers who consider attribute importance before making a choice and those with high need for cognition are less susceptible to influence by missing information. Finally, the findings indicate that choosing from sets with missing information can affect buyer tastes and purchase decisions made subsequently. The authors discuss the theoretical and practical implications of this research.",1
Earning the Right to Indulge: Effort as a Determinant of Customer Preferences toward Frequency Program Rewards,Journal of Marketing Research,2002,"Although frequency programs (FPs) have become ubiquitous in the marketplace and a key marketing-mix tool for promoting customer relationship and loyalty, little is known about the factors that determine how such programs are evaluated by consumers. The authors investigate the impact of the level of effort participants must invest to obtain the reward on the types of rewards they prefer and, consequently, on the decision to join the FP. In particular, the authors propose that higher required effort shifts consumer preferences from necessity to luxury rewards, because higher efforts reduce the guilt that is often associated with choosing luxuries over necessities. A series of studies with approximately 3100 consumers demonstrated that (1) higher program requirements shift preferences in favor of luxury rewards, (2) this effect is also observed when consumers choose between luxury and necessity rewards (of the same value) that they themselves proposed, and (3) the effect of program requirements on reward preferences is stronger among consumers who tend to feel guilty about luxury consumption and among those for whom the effort is invested in the context of work rather than pleasure. In addition, contrary to an alternative explanation based on the notion that higher requirements signal higher value of luxury rewards, the authors show that (1) when the program requirements are held constant but the individual consumer's effort is higher, the shift in preference toward luxuries is still observed and (2) increasing the monetary cost of participating in the FP decreases consumer preferences for luxury rewards. The authors discuss the theoretical implications of this research and the practical implications with respect to the design, targeting, and promotion of FPs.",1
The Idiosyncratic Fit Heuristic: Effort Advantage as a Determinant of Consumer Response to Loyalty Programs,Journal of Marketing Research,2003,"Over the past few years, customer relationship management and loyalty programs (LPs) have been widely adopted by companies and have received a great deal of attention from marketers, consultants, and, to a lesser degree, academics. In this research, the authors examine the effect of the level of effort required to obtain an LP reward on consumers' perception of the LP's attractiveness. The authors propose that in certain conditions, increasing program requirements can enhance consumers' likelihood of joining the program, thus leading consumers to prefer a dominated option. Specifically, the authors hypothesize that consumers often evaluate LPs on the basis of their individual effort to obtain the reward relative to the relevant reference effort (e.g., the effort of typical other consumers). When consumers believe they have an effort advantage over typical others (i.e., an idiosyncratic fit with the LP), higher program requirements magnify this perception of advantage and can therefore increase the overall perceived value of the program. The authors support this proposition in a series of studies in which the perceived idiosyncratic fit was manipulated either by reducing the individual effort or by raising the reference effort. The authors' findings also indicate that (1) idiosyncratic fit considerations are elicited spontaneously, (2) idiosyncratic fit mediates the effect of effort on consumer response to LPs, and (3) an alternative account for the results based on signaling is not supported. The authors conclude that the findings are part of a broader phenomenon, which they term the ?idiosyncratic fit heuristic,? whereby a key factor that affects consumers' response to marketing programs and promotional offers is the perceived relative advantage or fit with consumers' idiosyncratic conditions and preferences.",1
"The Goal-Gradient Hypothesis Resurrected: Purchase Acceleration, Illusionary Goal Progress, and Customer Retention",Journal of Marketing Research,2006,"The goal-gradient hypothesis denotes the classic finding from behaviorism that animals expend more effort as they approach a reward. Building on this hypothesis, the authors generate new propositions for the human psychology of rewards. They test these propositions using field experiments, secondary customer data, paper-and-pencil problems, and Tobit and logit models. The key findings indicate that (1) participants in a real caf‚ reward program purchase coffee more frequently the closer they are to earning a free coffee; (2) Internet users who rate songs in return for reward certificates visit the rating Web site more often, rate more songs per visit, and persist longer in the rating effort as they approach the reward goal; (3) the illusion of progress toward the goal induces purchase acceleration (e.g., customers who receive a 12-stamp coffee card with 2 preexisting ?bonus? stamps complete the 10 required purchases faster than customers who receive a ?regular? 10-stamp card); and (4) a stronger tendency to accelerate toward the goal predicts greater retention and faster reengagement in the program. The conceptualization and empirical findings are captured by a parsimonious goal-distance model, in which effort investment is a function of the proportion of original distance remaining to the goal. In addition, using statistical and experimental controls, the authors rule out alternative explanations for the observed goal gradients. They discuss the theoretical significance of their findings and the managerial implications for incentive systems, promotions, and customer retention.",1
Negativity in the Evaluation of Political Candidates,Journal of Marketing,2005,Prior research has demonstrated a clear negativity effect (greater weighting of candidate weaknesses compared with strengths) in the evaluation of U.S. presidential candidates in each of the past six elections analyzed. The authors adopt a motivational view and question the robustness of this finding. They reanalyze past National Election Studies data along with new data and conclude that the negativity effect is not universal across voters; it is a robust effect only for voters who dislike the candidate. They argue that previous findings are due to aggregation of data across voters who vary in their motivations.,0
Why We Boycott: Consumer Motivations for Boycott Participation,Journal of Marketing,2004,"Although boycotts are increasingly relevant for management decision making, there has been little research of an individual consumer's motivation to boycott. Drawing on the helping behavior and boycott literature, the authors take a cost?benefit approach to the decision to boycott and present a conceptualization of motivations for boycott participation. The authors tested their framework during an actual boycott of a multinational firm that was prompted by factory closings. Consumers who viewed the closures as egregious were more likely to boycott the firm, though only a minority did so. Four factors are found to predict boycott participation: the desire to make a difference, the scope for self-enhancement, counterarguments that inhibit boycotting, and the cost to the boycotter of constrained consumption. Furthermore, self-enhancement and constrained consumption are significant moderators of the relationship between the perceived egregiousness of the firm's actions and boycott participation. The authors also explore the role of perceptions of others? participation and discuss implications for marketers, nongovernmental organizations, policymakers, and researchers.",0
The Secret Ingredient Is Me: Customization Prompts Self-Image-Consistent Product Perceptions,Journal of Marketing Research,2019,"Companies frequently allow customers to customize products by assembling different product features or ingredients. Whereas existing research has demonstrated that customers assign greater overall value to customized products, this research focuses on the effect of customization on customers? perceptions of specific product attributes (e.g., how healthy a product is). The findings of six studies?in the field, laboratory, and online?demonstrate that customizers and noncustomizers differ in their product perceptions even if the product is objectively the same. This is because customization leads customers to perceive the product in line with their own self-image (e.g., as an unhealthy eater), a phenomenon that the authors term ?self-image-consistent product perceptions.? Essentially, customization may influence product perceptions depending on the product and individuals? self-image; this can have downstream consequences on recommendations and social media communication. The authors test this theory for different product categories (clothing, food, and vacation packages) and attributes (fashionable, healthy, and adventurous) and demonstrate that framing customization as a simple choice or strengthening product positioning through labeling mitigates negative effects of customization.",1
Threats to the External Validity of Brand Extension Research,Journal of Marketing Research,2001,"The findings of prior research suggest that a brand's extendibility is constrained by the degree of perceived fit between the brand and extension product categories. However, there are many examples of brands that have been extended successfully into ?perceptually distant? domains. Drawing on theories of consumer information processing and product adoption, the authors identify three background traits of prior work that may help explain the discrepancy between prior research and marketplace observation: (1) limited extension information, (2) failure to account for consumers' new product adoption tendencies (i.e., earlier versus later), and (3) single exposure to proposed extensions. In this study, the authors find that the effects of fit disappear when attribute information is added to extension stimuli and are applicable only for later product adopters. The authors also find that perceived fit increases with greater exposure to an extension. Beyond implications for brand extension research, this study underscores the need to recognize that certain research design factors related to external validity, which are often assumed irrelevant, can alter what is held to be true.",1
Entrepreneurship and Marketing Strategy: The SME under Globalization,Journal of International Marketing,2000,"Globalization and the emergence of internationally active small and medium-sized enterprises (SMEs) are key worldwide trends. The author investigates the interrelationships of entrepreneurial orientation, marketing strategy, tactics, and firm performance among SMEs affected by globalization. The author offers empirical findings and conclusions on the critical roles of entrepreneurship and marketing to assist SME managers.",0
Educator Insights: International Marketing Blunders by American Firms in Japan?Some Lessons for Management,Journal of International Marketing,1995,"This article investigates separate cases of marketing blunders committed by prominent multinationals in Japan. Examined are General Mills, Avon Cosmetics, Simmons Mattress, Procter and Gamble, General Motors, Ford Motor, and Chrysler. A pattern of fundamental blunders is revealed that is common to all. This pattern and the lessons it suggests for management are discussed in detail. Suggestions are offered on how marketing blunders can best be avoided, in general, by firms seeking to sell in international markets.",0
Customer Complaints and Recovery Effectiveness: A Customer Base Approach,Journal of Marketing,2014,"Although customer complaints are a well-studied aspect of business, no study has measured the impact of actual complaints and recoveries on subsequent customer purchasing. The authors develop a customer base model to investigate the effectiveness of recovery in preventing customer churn. They calibrate it on panel data that track actual purchases, complaints, and recoveries for 20,000 new customers of an Internet and catalog retailer over 2.5 years. Complaints are associated with a substantial increase in the probability that the customer stops buying, but the size of the increase depends on prior customer experiences: prior purchases mitigate the effect, and their impact is long-lasting, whereas prior complaints exacerbate the effect, but their impact is short-lived. Thus, unless the customer leaves the company after a complaint, or a second failure occurs shortly after the first, the relationship quickly returns to normal. Recovery counters the effect of the complaint but, in almost all cases, does not entirely offset it. The authors use simulation to translate the results to financial impact and discuss implications for researchers and managers.",0
Segmented Switchers and Retailer Pricing Strategies,Journal of Marketing,2008,"Empirical studies reveal a surprisingly wide variety of pricing strategies among retailers, even among Internet sellers of undifferentiated homogeneous goods, such as books and music CDs. Several empirical findings remain puzzling; for example, within the same market, some small retailers decide to discount deeply, whereas others forgo the price-sensitive switchers and price high. The authors present theoretical and empirical analyses that address these varied pricing strategies. A model of three asymmetric firms shows that under multiple switcher segments, in which different switchers compare prices at different retailers, firm-specific loyalty is not sufficient to explain the variety of pricing strategies. The authors demonstrate that a retailer's strategy to discount deeply or frequently is driven by the ratio of the size of switcher segments for which the retailer competes to its loyal segment size. The relative switcher-to-loyal ratios among retailers explain situations in which a small retailer finds it optimal to price high, despite having few loyals, or to discount and go for the switchers. The results of two empirical studies confirm the model's predictions for varied pricing strategies in the context of Internet booksellers. The analyses also present several implications. A small retailer can sometimes benefit from strategically limiting its access to switchers to soften price competition. A midsized retailer can benefit from targeting its switcher acquisition activities toward its larger rival, given the shallower discounts involved. When most switchers widely compare prices, a large retailer should offer few shallow discounts because other firms will more aggressively discount. The importance of switcher segmentation suggests that managers should carefully measure switching behavior in devising pricing strategies.",0
